id,brand,car_model,type,desc,problem,datetime,status
1080119,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源纯电模式启动发动机,发动机,2023-12-29,处理反馈
1080118,别克,君威,2022款 552T 智享型,别克君威燃油泵模块故障 车辆启动困难,发动机,2023-12-29,用户评分
1080117,长城汽车,魏牌 拿铁DHT-PHEV,2022款 1.5T 四驱 超大杯,魏牌 拿铁DHT-PHEV车辆无法OTA升级,服务,2023-12-29,用户评分
1080081,一汽丰田,RAV4荣放,2021款 改款 双擎 2.5L CVT 四驱 精英PLUS版,一汽丰田RAV4荣放车门生锈 要求厂家解决,车身电器,2023-12-29,处理反馈
1080065,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰型,比亚迪宋PLUS新能源EV模式时发动机启动,发动机,2023-12-29,处理反馈
1080061,别克,君威,2020款 552T 精英型,别克君威发动机启动延迟 要求厂家处理,发动机,2023-12-29,处理反馈
1080051,上汽通用凯迪拉克,凯迪拉克CT6,2021款 28T 豪华型,凯迪拉克CT6后轮内侧吃胎偏磨严重,前后桥及悬挂系统,2023-12-29,处理反馈
1080048,一汽丰田,RAV4荣放,2022款 2.0L CVT 两驱 风尚版,一汽丰田RAV4荣放车门生锈 没有手机互联,车身电器,2023-12-29,用户评分
1080032,广汽丰田,凯美瑞,2019款 改款 双擎 2.5HG 豪华版,广汽丰田凯美瑞主驾驶迎宾踏板腐蚀,车身电器,2023-12-29,信息审核
1080029,别克,昂科威,2020款 28T 四驱 精英型,别克昂科威燃油泵控制模块存在安全隐患,车身电器,2023-12-29,处理反馈
1080027,长安汽车,长安欧尚X7 PLUS,2022款 1.5T 蓝鲸版 自动 Geeker旗舰型,长安欧尚X7 PLUS车机系统老旧 不更新,服务,2023-12-29,处理反馈
1080025,奇瑞汽车,瑞虎8 PLUS,2022款 290TGDI DCT 豪享版+,奇瑞瑞虎8 PLUS车机系统未能升级,服务,2023-12-29,用户评分
1080021,一汽丰田,皇冠,2007款 2.5L 特别版,一汽丰田皇冠中控台老化开裂 要求处理,车身电器,2023-12-29,处理反馈
1080010,广汽乘用车,影豹,2023款 影豹H 智能混动版,广汽传祺影豹蓄电池频繁亏电 影响使用,车身电器,2023-12-29,处理反馈
1080009,广汽丰田,凯美瑞,2021款 2.0G 豪华版,广汽丰田凯美瑞中控台出现白印痕,车身电器,2023-12-29,信息审核
1079998,极氪,极氪001,2022款 超长续航 双电机 YOU版,极氪001系统OTA升级不及时 售后不解决,服务态度,2023-12-28,处理反馈
1079987,奇瑞汽车,瑞虎8 PLUS,2022款 290TGDI DCT 豪享版+,奇瑞瑞虎8 PLUS车机OTA未升级 互联落后,服务,2023-12-28,用户评分
1079985,奇瑞汽车,瑞虎8 PLUS,2021款 290TGDI DCT 豪耀版,奇瑞瑞虎8 PLUS车机OTA从来未升级 互联落后,服务,2023-12-28,用户评分
1079977,奇瑞汽车,瑞虎8 PLUS,2022款 290TGDI DCT 豪享版,奇瑞瑞虎8 PLUS车机OTA升级 迟迟不更新,服务,2023-12-28,处理反馈
1079970,别克,君威,2020款 552T 豪华型,别克君威发动机故障灯亮 质保期间不予维修,发动机,2023-12-28,处理反馈
1079968,奇瑞汽车,瑞虎8 PLUS,2021款 290TGDI DCT 豪耀版,奇瑞瑞虎8 PLUS车机系统厂家不更新升级,服务,2023-12-28,处理反馈
1079967,比亚迪,汉,2020款 EV 超长续航版 尊贵型,比亚迪汉动力电池衰减 续航里程不足,车身电器,2023-12-28,处理反馈
1079953,别克,君威,2019款 28T 尊享型 国VI,别克君威车内音响有杂音 存在质量问题,车身电器,2023-12-28,用户评分
1079941,奇瑞汽车,瑞虎8 PLUS,2022款 鲲鹏版 390TGDI DCT 豪情版+,奇瑞瑞虎8 PLUS车机黑屏无法升级 油门震动,车身电器,2023-12-28,用户评分
1079932,一汽丰田,威驰,2021款 1.5L CVT 创行版,一汽丰田威驰涨紧器故障 皮带异响,发动机,2023-12-28,用户评分
1079927,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式发动机启动,发动机,2023-12-28,用户评分
1079925,一汽丰田,RAV4荣放,2021款 2.0L CVT 两驱 尊贵版,一汽丰田RAV4荣放车门生锈 要求厂家解决,车身电器,2023-12-28,处理反馈
1079923,上汽大众,朗逸,2019款 1.5L 自动 舒适版 国VI,上汽大众朗逸韩泰轮胎出现很多细小裂纹,轮胎,2023-12-28,处理反馈
1079912,一汽-大众,速腾,2021款 280TSI DSG 舒适智联版,一汽大众速腾更换仪表后车机有异响,车身电器,2023-12-28,处理反馈
1079910,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰型,比亚迪宋PLUS新能源私自修改发动机启动逻辑,发动机,2023-12-28,处理反馈
1079907,广汽乘用车,传祺GS4 PLUS,2021款 270T 自动 星辰版,广汽传祺GS4 PLUS主驾驶储物箱把手脱落,车身电器,2023-12-28,处理反馈
1079906,一汽丰田,RAV4荣放,2020款 2.0L CVT 两驱 尊贵版,一汽丰田RAV4荣放玻璃与车身衔接处异响,车身电器,2023-12-28,用户评分
1079905,南京依维柯,依维柯欧胜,2021款 2.0T 手动 超瑞 短轴低顶 手动门 F1A,南京依维柯欧胜发动机无法启动 希望处理,发动机,2023-12-28,用户评分
1079897,奇瑞汽车,瑞虎8 PLUS,2021款 290TGDI DCT 豪享版,奇瑞瑞虎8 PLUS车机系统未能升级 影响使用,车身电器,2023-12-28,用户评分
1079894,广汽丰田,雷凌,2022款 185T CVT 豪华版,广汽丰田雷凌车机不升级地图版本老旧,车身电器,2023-12-28,信息审核
1079893,奇瑞汽车,瑞虎8 PLUS,2021款 290TGDI DCT 豪享版,奇瑞瑞虎8 PLUS车机系统未能升级,服务,2023-12-28,用户评分
1079892,别克,君威,2023款 552T 智享型,别克君威燃油泵控制模块 存在安全隐患,发动机,2023-12-28,用户评分
1079881,比亚迪,秦PLUS,2021款 EV 400KM 豪华型,比亚迪秦PLUS购车时承诺赠送电池护板未兑现,承诺不兑现,2023-12-28,用户评分
1079877,奇瑞汽车,瑞虎8 PLUS,2022款 290TGDI DCT 豪享版+,奇瑞瑞虎8 PLUS车机版本从未推送OTA升级,服务,2023-12-28,处理反馈
1079825,广汽乘用车,传祺GS8,2017款 320T 两驱 豪华智联版（七座）,广汽传祺GS8智慧传祺远程功能无法使用,车身电器,2023-12-28,处理反馈
1079822,奇瑞汽车,瑞虎8 PLUS,2021款 290TGDI DCT 豪耀版,奇瑞瑞虎8 PLUS车机版本从未推送OTA升级,服务,2023-12-28,用户评分
1079818,吉利汽车,远景,2020款 1.5L 手动 亚运版,吉利远景转向管柱异响 维修后未解决,转向系统,2023-12-28,用户评分
1079797,东风,途逸T3,1.5L 单排 厢式 LJ4A15Q6 后单轮 3050轴距,东风途逸T3传动轴断裂导致高速路翻车,前后桥及悬挂系统,2023-12-28,信息审核
1079783,别克,君威,2021款 552T 精英型,别克君威冷车启动困难 影响安全行驶,发动机,2023-12-28,用户评分
1079782,别克,君威,2021款 552T 精英型,别克君威发动机启动延迟 影响使用,发动机,2023-12-28,用户评分
1079778,别克,君威,2022款 652T 智享型,别克君威启动延迟 燃油模块存在安全隐患,发动机,2023-12-28,处理反馈
1079772,吉利汽车,星瑞,2021款 2.0TD 时空版皓月,吉利星瑞方向盘异响希望厂家处理,转向系统,2023-12-28,用户评分
1079765,上汽通用凯迪拉克,凯迪拉克XT6,2022款 2.0T 七座 四驱 豪华型,凯迪拉克XT6燃油泵模块 存在安全隐患,车身电器,2023-12-28,处理反馈
1079760,广汽乘用车,传祺GS8,2017款 320T 两驱 豪华版（七座）,广汽传祺GS8智慧传祺APP无法使用,车身电器,2023-12-28,处理反馈
1079756,广汽乘用车,传祺GS8,2020款 390T 两驱 豪华智联版（七座）,广汽传祺GS8远程操控无法使用,车身电器,2023-12-28,处理反馈
1079731,别克,君威,2021款 GS 28T 尊贵型,别克君威燃油泵控制模块 存存在安全隐患,车身电器,2023-12-28,处理反馈
1079726,比亚迪,汉,2020款 EV 四驱 高性能版 旗舰型,比亚迪汉车机系统严重卡顿 语音唤醒延迟,车身电器,2023-12-28,处理反馈
1079724,吉利汽车,星瑞,2021款 2.0T 尊贵型,吉利星瑞后视镜里面进水还有灰尘,车身电器,2023-12-28,处理反馈
1079714,上汽通用雪佛兰,迈锐宝XL,2023款 1.5T 锐动版,雪佛兰迈锐宝XL发动机故障灯亮高压油泵故障,发动机,2023-12-28,用户评分
1079701,上汽大众,朗逸,2022款 280TSI DSG 舒适版,上汽大众朗逸车机配置与宣传不符,车身电器,2023-12-28,用户评分
1079699,长安马自达,阿特兹,2020款 2.5L 蓝天运动版,长安马自达阿特兹车机互联APP停止运营维护,车身电器,2023-12-28,处理反馈
1079672,长城汽车,哈弗赤兔,2021款 激擎版 1.5T 黄金兔,哈弗赤兔低速行驶时发动机有异响,发动机,2023-12-28,处理反馈
1079652,一汽丰田,亚洲龙,2019款 双擎 2.5L 豪华版 国Ⅵ,一汽丰田亚洲龙车机系统长时间无法升级,服务,2023-12-28,处理反馈
1079647,一汽丰田,RAV4荣放,2022款 2.0L CVT 两驱 风尚Plus版,一汽丰田RAV4荣放车机导航无更新无互联,车身电器,2023-12-28,处理反馈
1079631,一汽奥迪,奥迪e-tron,2021款 50 quattro 臻选型,一汽奥迪e-tron充电桩只能绑定三个手机蓝牙,车身电器,2023-12-28,处理反馈
1079624,特斯拉中国,Model Y,2021款 长续航 全轮驱动版,特斯拉Model Y空调无法加热 希望厂家处理,车身电器,2023-12-28,用户评分
1079619,一汽-大众,宝来,2021款 1.5L 自动 舒适智联版,一汽大众宝来车辆故障索赔遥遥无期,服务态度,2023-12-28,处理反馈
1079613,长城汽车,哈弗H6,2021款 1.5GDIT 自动 冠军版,哈弗H6车联网不续费无法继续使用,服务收费,2023-12-28,处理反馈
1079588,长城汽车,哈弗H6,2021款 1.5T 自动 都市版,哈弗H6车机系统到期后限制使用基础功能,服务收费,2023-12-28,处理反馈
1079583,长安福特,锐际,2020款 EcoBoost 245 两驱 耀享款,长安福特锐际车机系统一直不升级,服务,2023-12-28,处理反馈
1079580,东风本田,本田UR-V,2020款 370TURBO 两驱 尊雅版,东风本田UR-V后轮吃胎偏磨 希望厂家处理,前后桥及悬挂系统,2023-12-28,用户评分
1079576,吉利汽车,星越L,2021款 2.0TD DCT EVO 两驱 智尊型,吉利星越L升级车机系统后 主动刹车失灵,制动系统,2023-12-28,用户评分
1079557,一汽丰田,RAV4荣放,2022款 2.0L CVT 两驱 都市版,一汽丰田RAV4荣放车门上方螺丝生锈,车身电器,2023-12-28,用户评分
1079541,长安马自达,马自达CX-5,2019款 2.0L 自动 两驱 舒适型 云控版 国VI,长安马自达CX-5中控屏幕自动跳屏 影响使用,车身电器,2023-12-28,处理反馈
1079538,长安汽车,长安欧尚X7 PLUS,2022款 1.5T 蓝鲸版 自动 Geeker旗舰型,长安欧尚X7 PLUS座椅异响 车机不升级,车身电器,2023-12-28,处理反馈
1079530,华晨宝马,宝马5系,2022款 530Li 领先型 M运动套装,华晨宝马5系氛围灯动态灯光没有 座椅异响,车身电器,2023-12-28,处理反馈
1079518,星途,星途凌云,2021款 290T 两驱 星睿版,星途凌云变速箱顿挫 车身异响 加油跳枪,变速器,2023-12-28,信息审核
1079505,长安汽车,长安欧尚X7 PLUS,2022款 1.5T 蓝鲸版 自动 智尊型,长安欧尚X7 PLUS车机系统老旧 不更新,服务,2023-12-28,处理反馈
1079489,北京现代,伊兰特,2023款 1.5L CVT GLX精英版,北京现代伊兰特方向盘掉漆 车窗升降缓慢,车身电器,2023-12-28,处理反馈
1079462,五菱汽车,宏光MINIEV,2022款 GAMEBOY 200km 玩咖款 磷酸铁锂,五菱宏光MINIEV安全气囊故障灯亮,车身电器,2023-12-28,用户评分
1079443,别克,君威,2022款 552T 智享型,别克君威燃油泵模块存在设计缺陷及安全问题,车身电器,2023-12-28,用户评分
1079439,一汽丰田,RAV4荣放,2023款 2.0L CVT 两驱 风尚版,一汽丰田RAV4荣放车门生锈 要求更换,车身电器,2023-12-28,处理反馈
1079434,一汽丰田,RAV4荣放,2021款 2.0L CVT 两驱 风尚PLUS版,一汽丰田RAV4荣放四个车门门框有生锈的现象,车身电器,2023-12-28,处理反馈
1079425,北京奔驰,奔驰GLC,2021款 GLC 260 L 4MATIC 豪华型,北京奔驰GLC售后路试车辆导致受损,制动系统,2023-12-28,处理反馈
1079416,吉利汽车,博越,2016款 2.0L 手动 两驱 智尚型,吉利博越仪表盘老化花屏出现多处白色条纹,车身电器,2023-12-28,处理反馈
1079414,一汽丰田,RAV4荣放,2022款 2.0L CVT 两驱 风尚版,一汽丰田RAV4荣放车门螺丝锈蚀 要求处理,车身电器,2023-12-28,处理反馈
1079398,长安汽车,长安CS85 COUPE,2019款 1.5T DCT 型版 国VI,长安CS85 COUPE变速箱加速无力 顿挫 空转,变速器,2023-12-28,用户评分
1079393,一汽-大众,高尔夫,2021款 280TSI DSG Pro 首发版,一汽大众高尔夫电子挡杆故障 维修未解决,变速器,2023-12-28,处理反馈
1079392,长城汽车,哈弗H6,2021款 1.5T 自动 都市版,哈弗H6副驾驶中控台出现开裂痕迹,车身电器,2023-12-28,处理反馈
1079372,比亚迪,唐新能源,2021款 DM-i 112KM 尊荣型,比亚迪唐新能源EV模式下发动机自动启动,发动机,2023-12-28,处理反馈
1079370,别克,君威,2022款 552T 智享型,别克君威燃油泵控制模块有安全隐患,车身电器,2023-12-28,用户评分
1079328,长城汽车,哈弗H6,2021款 1.5T 自动 都市版,哈弗H6车联网服务到期 车机功能无法使用,服务收费,2023-12-28,处理反馈
1079319,广汽本田,雅阁,2018款 260TURBO 精英版 国VI,广汽本田雅阁变速箱漏油 维修后未解决,变速器,2023-12-27,用户评分
1079309,广汽本田,型格,2022款 240TURBO CVT 科技版,广汽本田型格空调面板爆裂 出风口开裂,车身电器,2023-12-27,用户评分
1079299,长安汽车,长安CS85 COUPE,2019款 2.0T 自动 智版 国VI,长安CS85 COUPE中控屏无故跳动且黑屏,车身电器,2023-12-27,处理反馈
1079296,长城汽车,哈弗H6,2021款 第三代 2.0T 自动 两驱 Max,哈弗H6发生事故 安全气囊打不开 刹车距离长,制动系统,2023-12-27,处理反馈
1079291,别克,别克GL8,2022款 ES陆尊 653T 尊享型,别克GL8正常行驶发动机熄火 显示屏黑屏,发动机,2023-12-27,用户评分
1079284,长安汽车,长安欧尚X5,2021款 1.5T DCT 旗舰型,长安欧尚X5车机360全景影像显示模糊,车身电器,2023-12-27,用户评分
1079283,特斯拉中国,Model 3,2023款 后轮驱动,特斯拉Model 3左后轮钢圈断裂 要求处理,车身电器,2023-12-27,处理反馈
1079280,一汽丰田,RAV4荣放,2021款 2.0L CVT 四驱 风尚PLUS版,一汽丰田RAV4荣放四个车门出现生锈的现象,发动机,2023-12-27,用户评分
1079277,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 至尊版 7座,广汽丰田汉兰达车机系统卡顿 影响正常使用,车身电器,2023-12-27,信息审核
1079256,一汽-大众,探岳,2022款 330TSI 两驱 豪华智联版,一汽大众探岳颗粒捕捉器三级堵塞,发动机,2023-12-27,用户评分
1079255,长安汽车,长安UNI-T,2020款 1.5T 尊贵型,长安UNI-T车机系统版本低 车机卡顿,发动机,2023-12-27,用户评分
1079241,一汽丰田,RAV4荣放,2022款 2.0L CVT 两驱 风尚Plus版,一汽丰田RAV4荣放车门以及螺丝生锈,车身电器,2023-12-27,用户评分
1079235,比亚迪,汉,2021款 EV 标准续航版 豪华型,比亚迪汉售后保养后系统无保养凭证,人员技术,2023-12-27,处理反馈
1079218,别克,君威,2021款 GS 28T 尊贵型,别克君威燃油泵模块存在设计缺陷及安全问题,车身电器,2023-12-27,用户评分
1079213,长安汽车,长安UNI-V,2022款 1.5T 尊贵型,长安UNI-V高速驾驶室A柱漏风 维修未解决,车身电器,2023-12-27,用户评分
1079211,长城汽车,哈弗F7,2021款 2.0T 两驱 i范,哈弗F7车道辅助系统故障 要求处理,车身电器,2023-12-27,用户评分
1079210,上汽通用雪佛兰,迈锐宝XL,2021款 535T 自动 锐动版,雪佛兰迈锐宝XL发动机冷车启动延迟,发动机,2023-12-27,用户评分
1079190,长城汽车,哈弗H6,2021款 1.5T 自动 冠军版,哈弗H6车联网到期后无法使用需要续费,服务收费,2023-12-27,用户评分
1079179,别克,君威,2020款 552T 豪华型,别克君威燃油模块故障导致启动延迟,车身电器,2023-12-27,用户评分
1079172,长城汽车,哈弗H6,2021款 第三代 1.5T 自动 两驱 Supreme+,哈弗H6电瓶亏电导致发动机无法启动,车身电器,2023-12-27,用户评分
1079161,广汽丰田,凯美瑞,2021款 2.5S 锋尚版,广汽丰田凯美瑞车机系统卡顿 倒车影像模糊,车身电器,2023-12-27,信息审核
1079148,上汽通用雪佛兰,探界者,2021款 535T 驭界版,雪佛兰探界者发动机无法启动 要求处理,发动机,2023-12-27,处理反馈
1079147,比亚迪,唐新能源,2022款 DM-p 215KM 四驱 旗舰型,比亚迪唐新能源厂家降价 要求解决,其他,2023-12-27,处理反馈
1079146,广汽丰田,凯美瑞,2021款 双擎 2.5HS 锋尚版,广汽丰田凯美瑞蓄电池亏损 要求更换,车身电器,2023-12-27,用户评分
1079127,广汽本田,皓影,2021款 240TURBO CVT 两驱 精英版,广汽本田皓影吃胎偏磨 行驶存在异响,前后桥及悬挂系统,2023-12-27,用户评分
1079117,极氪,极氪001,2022款 超长续航 单电机 WE版,极氪001刹车失灵 ABS故障 要求厂家解决,制动系统,2023-12-27,处理反馈
1079093,上汽通用雪佛兰,迈锐宝XL,2021款 Redline 550T 自动 锐联版,雪佛兰迈锐宝XL车机系统和仪表盘黑屏,车身电器,2023-12-27,处理反馈
1079091,一汽丰田,RAV4荣放,2020款 2.0L CVT 两驱 风尚版,一汽丰田RAV4荣放冷启动异响 手刹异响,发动机,2023-12-27,处理反馈
1079071,别克,君威,2020款 552T 精英型,别克君威燃油泵控制模块存在安全隐患,车身电器,2023-12-27,处理反馈
1079052,吉利汽车,星瑞,2021款 2.0TD 豪华型,吉利星瑞4S店未按保养手册规定加注机油,人员技术,2023-12-27,处理反馈
1079048,五菱汽车,五菱凯捷,2022款 280T 1.5T 自动 旗舰型,五菱凯捷发动机漏油多次维修未解决,发动机,2023-12-27,处理反馈
1079047,一汽丰田,RAV4荣放,2022款 2.0L CVT 两驱 风尚版,一汽丰田RAV4荣放车门生锈 要求解决,车身电器,2023-12-27,处理反馈
1079027,广汽乘用车,传祺GS4,2021款 270T 自动 智联科技版,广汽传祺GS4制动系统异常 刹车异响 刹车变硬,制动系统,2023-12-27,处理反馈
1079026,极氪,极氪001,2022款 超长续航 双电机 YOU版,极氪001冷车启动转向异响 热泵空调噪音大,转向系统,2023-12-27,处理反馈
